SDAccel Profile Summary
Generated on: 2019-09-20 16:16:59
Msec since Epoch: 1568996219797
Profiled application: host
Target platform: Xilinx
Tool version: 2018.3
Target devices: xilinx_aws-vu9p-f1-04261818_dynamic_5_0-0
Flow mode: CPU Emulation

OpenCL API Calls
API Name,Number Of Calls,Total Time (ms),Minimum Time (ms),Average Time (ms),Maximum Time (ms),
clCreateProgramWithBinary,1,15.0051,15.0051,15.0051,15.0051,
clEnqueueMigrateMemObjects,1600,13.5932,0.00369,0.00849576,0.166455,
clEnqueueTask,800,11.1489,0.01194,0.0139362,0.049316,
clRetainMemObject,3200,4.12032,0.001101,0.0012876,0.014617,
clSetKernelArg,2400,3.38726,0.001068,0.00141136,0.134069,
clFinish,800,2.79288,0.001439,0.0034911,1.19473,
clReleaseMemObject,3202,2.47884,0.000684,0.000774155,0.014343,
clReleaseKernel,1,0.175334,0.175334,0.175334,0.175334,
clReleaseProgram,1,0.039957,0.039957,0.039957,0.039957,
clCreateKernel,1,0.014198,0.014198,0.014198,0.014198,
clGetPlatformInfo,14,0.013775,0.000738,0.000983929,0.003561,
clGetExtensionFunctionAddress,2,0.012742,0.001895,0.006371,0.010847,
clCreateBuffer,2,0.010301,0.001146,0.0051505,0.009155,
clCreateContext,1,0.008281,0.008281,0.008281,0.008281,
clGetDeviceInfo,2,0.007637,0.002728,0.0038185,0.004909,
clGetDeviceIDs,2,0.00717,0.000902,0.003585,0.006268,
clCreateCommandQueue,1,0.005352,0.005352,0.005352,0.005352,
clRetainDevice,2,0.003351,0.001148,0.0016755,0.002203,
clReleaseCommandQueue,1,0.003108,0.003108,0.003108,0.003108,
clReleaseContext,1,0.002454,0.002454,0.002454,0.002454,
clReleaseDevice,2,0.002156,0.000816,0.001078,0.00134,


Kernel Execution
Kernel,Number Of Enqueues,Total Time (ms),Minimum Time (ms),Average Time (ms),Maximum Time (ms),
disassembler,800,510.479,0.586978,0.638099,0.886462,


Compute Unit Utilization
Device,Compute Unit,Kernel,Global Work Size,Local Work Size,Number Of Calls,Total Time (ms),Minimum Time (ms),Average Time (ms),Maximum Time (ms),Clock Frequency (MHz),
xilinx_aws-vu9p-f1-04261818_dynamic_5_0-0,disassembler_1,disassembler,1:1:1,1:1:1,800,481.207,0.553741,0.601509,0.756385,300,


Data Transfer: Host and Global Memory
Context:Number of Devices,Transfer Type,Number Of Transfers,Transfer Rate (MB/s),Average Bandwidth Utilization (%),Average Size (KB),Total Time (ms),Average Time (ms),


Data Transfer: Kernels and Global Memory
Device,Compute Unit/Port Name,Kernel Arguments,Memory Resources,Transfer Type,Number Of Transfers,Transfer Rate (MB/s),Average Bandwidth Utilization (%),Average Size (KB),Average Latency (ns),


Top Data Transfer: Kernels and Global Memory
Device,Compute Unit,Number of Transfers,Average Bytes per Transfer,Transfer Efficiency (%),Total Data Transfer (MB),Total Write (MB),Total Read (MB),Total Transfer Rate (MB/s),


Top Kernel Execution
Kernel Instance Address,Kernel,Context ID,Command Queue ID,Device,Start Time (ms),Duration (ms),Global Work Size,Local Work Size,
37026000,disassembler,0,0,xilinx_aws-vu9p-f1-04261818_dynamic_5_0-0,21.9093,0.886462,1:1:1,1:1:1,
37026000,disassembler,0,0,xilinx_aws-vu9p-f1-04261818_dynamic_5_0-0,572.905,0.72203,1:1:1,1:1:1,
37026000,disassembler,0,0,xilinx_aws-vu9p-f1-04261818_dynamic_5_0-0,23.2402,0.717932,1:1:1,1:1:1,
37026000,disassembler,0,0,xilinx_aws-vu9p-f1-04261818_dynamic_5_0-0,238.531,0.705948,1:1:1,1:1:1,
37026000,disassembler,0,0,xilinx_aws-vu9p-f1-04261818_dynamic_5_0-0,47.701,0.700376,1:1:1,1:1:1,
37026000,disassembler,0,0,xilinx_aws-vu9p-f1-04261818_dynamic_5_0-0,749.461,0.699971,1:1:1,1:1:1,
37026000,disassembler,0,0,xilinx_aws-vu9p-f1-04261818_dynamic_5_0-0,750.484,0.699475,1:1:1,1:1:1,
37026000,disassembler,0,0,xilinx_aws-vu9p-f1-04261818_dynamic_5_0-0,701.495,0.697736,1:1:1,1:1:1,
37026000,disassembler,0,0,xilinx_aws-vu9p-f1-04261818_dynamic_5_0-0,501.955,0.697717,1:1:1,1:1:1,
37026000,disassembler,0,0,xilinx_aws-vu9p-f1-04261818_dynamic_5_0-0,257.795,0.696723,1:1:1,1:1:1,


Top Buffer Writes
Buffer Address,Context ID,Command Queue ID,Start Time (ms),Duration (ms),Buffer Size (KB),Writing Rate(MB/s),
0,0,0,21.6073,N/A,1.024,N/A,
0,0,0,585.999,N/A,1.024,N/A,
0,0,0,393.512,N/A,1.024,N/A,
0,0,0,742.293,N/A,1.024,N/A,
0,0,0,563.717,N/A,1.024,N/A,
0,0,0,178.646,N/A,1.024,N/A,
0,0,0,103.5,N/A,1.024,N/A,
0,0,0,825.681,N/A,1.024,N/A,
0,0,0,179.668,N/A,1.024,N/A,
0,0,0,173.539,N/A,1.024,N/A,


Top Buffer Reads
